time_ms,CP_pre,CP_pre_sem,CP_post,CP_post_sem,monkey
10.0,0.47634098665073993,0.037616623230109766,0.4981990004564971,0.014318684918512146,LAV
30.0,0.48286241951743536,0.03075959066543686,0.49556199968416975,0.018592889118637827,LAV
50.0,0.48727392980202255,0.015506440200423167,0.495864764129515,0.021236767941596835,LAV
70.0,0.490211573521655,0.0016132085838252285,0.4933045339843691,0.02034370566263354,LAV
90.0,0.48913436631282253,0.005169738725298052,0.49561101176668676,0.017030138698474032,LAV
110.0,0.49650342289823995,0.008461261208070251,0.5015962286448185,0.01462205128378425,LAV
130.0,0.5012425386488121,0.005314056515527198,0.5067543867347374,0.016179980539711335,LAV
150.0,0.5015542868374979,0.0019067367217167328,0.50948969482185,0.015111400026658133,LAV
170.0,0.4997599766487812,0.011534825198243078,0.5180857514076519,0.013614621896319321,LAV
190.0,0.5093638546198174,0.022503434146298906,0.5247206285185936,0.01396524966374044,LAV
210.0,0.5207370902422702,0.0199036014379879,0.5228626164737904,0.014374596508117263,LAV
230.0,0.5364418874541266,0.03335835552829222,0.5158304137231182,0.010355148219881543,LAV
250.0,0.5309525788031153,0.040541148167038264,0.5191033107946375,0.013736700117040446,LAV
270.0,0.5249748810533197,0.02895255971296522,0.5144587004503127,0.013846708475142978,LAV
290.0,0.5209729602421499,0.02213386459739172,0.5050792049870433,0.011670045305447711,LAV
310.0,0.5201957490601957,0.024237745314463495,0.5033254769989086,0.010835105110916593,LAV
330.0,0.5148017234543912,0.02201022132301285,0.5061664147492536,0.015292694058426861,LAV
350.0,0.5091268214938595,0.010631335454132279,0.5076043195574516,0.021907693661411567,LAV
370.0,0.5033171060510002,0.005603163293512297,0.5118612338995399,0.025729498845044736,LAV
390.0,0.5032712930342798,0.010282659767880906,0.510671896104546,0.025358240934300735,LAV
10.0,0.4358076790633609,0.018129833534905604,0.5135691665811701,0.019973028182113158,ARY
30.0,0.4594284502452462,0.0146825152858967,0.5251743350674503,0.012985699164470841,ARY
50.0,0.5370717359291362,0.021320879247015645,0.5528224068944292,0.004894564181098848,ARY
70.0,0.5767697960760599,0.0372647567694685,0.5605619106483462,0.0047028320575603355,ARY
90.0,0.5848979988353602,0.028421784362471666,0.5583625263891911,0.010305022767063632,ARY
110.0,0.5834102023561558,0.01538722311809887,0.5579030479255238,0.01371465224655327,ARY
130.0,0.5801033659768415,0.023553476841586592,0.5506264992105139,0.010439394735590912,ARY
150.0,0.5888816252883604,0.043305027828170806,0.5491387652319122,0.00803916985922698,ARY
170.0,0.5928587468364352,0.047071808719120194,0.5489673553922365,0.010333359190778768,ARY
190.0,0.5851991967905217,0.043782849279939084,0.5402179165405074,0.011893494016503801,ARY
