time_ms,CP_pre,CP_pre_sem,CP_post,CP_post_sem,monkey
210.0,0.54955337325584,0.05994019042979681,0.5205624644981445,0.00695464520665523,ARY
230.0,0.5170456533181035,0.06433984803691017,0.49233680073335057,8.98204242121836e-05,ARY
250.0,0.5212055995095075,0.05572021349862268,0.49091911874489624,0.006628584488368699,ARY
270.0,0.5066843826289504,0.0419402786176622,0.5050582768431562,0.0055304671606273,ARY
290.0,0.49324405781764424,0.037756958442518355,0.5115469175005692,0.00819994645006461,ARY
310.0,0.48815688341284236,0.02751215452753697,0.5162922892263703,0.009151547151051707,ARY
330.0,0.48288243857645197,0.01727338798181366,0.50278153378025,0.010099307604341077,ARY
350.0,0.484838283052252,0.01762784160899461,0.48786629865683084,0.008353085919286352,ARY
370.0,0.48984562924141634,0.03694298864476247,0.490707671570406,0.014678240792872664,ARY
390.0,0.49541161336200135,0.04173947064883873,0.47641090316720347,0.011993934343775603,ARY
0.0,0.4908517260120294,0.010133434061312813,0.49736936887938654,0.004920588391581687,CLU
20.0,0.49312386108957373,0.01451396555370077,0.49497288220556335,0.007393859166579502,CLU
40.0,0.5008785157704416,0.013764653246429781,0.4930963319203462,0.010888048696239716,CLU
60.0,0.5046770346868856,0.009856384827947566,0.49586100607259176,0.012206247610325764,CLU
80.0,0.5019644704868594,0.005854442834777873,0.4994135665535794,0.012563878019020952,CLU
100.0,0.4990756083352029,0.0031830153110660453,0.49900459476143166,0.012208697186943422,CLU
120.0,0.5020711453681108,0.0028489564667636687,0.4985635771471084,0.013813119745581443,CLU
140.0,0.5049523754637245,0.001018419560612993,0.501010696003608,0.013647971863347375,CLU
160.0,0.5039373592707815,0.0010482229160301282,0.5029043845221308,0.013616168861026954,CLU
180.0,0.5012689717027505,0.0009186313522956401,0.5012876623750955,0.013926451646090826,CLU
200.0,0.49948401710297696,0.000657654730182644,0.5018750179887035,0.014706237500898665,CLU
220.0,0.5001440331574443,0.00250145748350844,0.5049100214242168,0.010241077433945865,CLU
240.0,0.5035080359628249,0.0067577636124235,0.505057376910024,0.0034118016110576406,CLU
260.0,0.501991149284426,0.011215356539420601,0.5067404879472253,0.0007890738535830111,CLU
280.0,0.5008519387209591,0.012382162770948139,0.5085532982073256,0.0001369803909621048,CLU
300.0,0.5043958875971002,0.01401585771018529,0.50744171256496,0.003188142174584796,CLU
320.0,0.5090982546375737,0.013233447403081106,0.5006785930104736,0.0006089199954043555,CLU
340.0,0.5053700138348751,0.009549533976070694,0.4993852537454845,0.0013092102349108457,CLU
360.0,0.49592310234689346,0.0015190483212329518,0.4981818253469458,0.0031251453928885786,CLU
380.0,0.49108426300016095,0.0006234997662441787,0.49861701098939115,0.002914763843928053,CLU
400.0,0.493680083682808,0.0018422421624083305,0.498453180977767,0.0018988724850975134,CLU
0.0,0.5123352774599343,0.004331595456131363,0.5017695700073573,0.0023989812071911164,YTU
20.0,0.5122314146713279,0.0013539123907447639,0.5055608877843024,0.003970099143945538,YTU
40.0,0.5203210363903584,0.008303145290685989,0.5110406124634174,0.004262253104388266,YTU
60.0,0.5329732579281083,0.008386401025952117,0.522905238791406,0.01018435961314284,YTU
80.0,0.5376994266493255,0.004494685541760195,0.535431957961383,0.017147248685060415,YTU
100.0,0.5374870043851833,0.0069726251014866686,0.5406387091821587,0.02022094357017461,YTU
120.0,0.5375617905000741,0.008277344538947405,0.5412017021119286,0.018031429951569686,YTU
140.0,0.5372465414093223,0.008020189389579914,0.5410405131208965,0.017245619251098167,YTU
160.0,0.5353262112853526,0.007415977911462194,0.5412405181262149,0.01880292437030177,YTU
180.0,0.5322395316902773,0.010963448863341123,0.5414037207675535,0.020359972410765866,YTU
200.0,0.530266289457031,0.010355634064653453,0.5327663339061249,0.01600225718884056,YTU
220.0,0.523560233068404,0.011470254995560083,0.5222732669853053,0.010072020876420014,YTU
240.0,0.5139186494061202,0.01156589763862115,0.5278757395585444,0.012199655736858573,YTU
260.0,0.5120644965968145,0.010264590198931315,0.5256145655164296,0.010934964464903432,YTU
280.0,0.5118269467211213,0.011496047506168451,0.5175233095218114,0.0069530765514819945,YTU
300.0,0.5047838998638692,0.00907231526624839,0.5121455719193698,0.007353629053768609,YTU
320.0,0.49898945395341504,0.0069354148057463655,0.5043999356296046,0.011534286765529506,YTU
340.0,0.49149912284635683,0.0026928501706755476,0.4951840573209214,0.01286932141277183,YTU
360.0,0.4798967879880687,0.003911000128945964,0.48239004104490163,0.0132927478789627,YTU
380.0,0.47060660499022994,0.009565848600609552,0.4764995769310056,0.015655929893915187,YTU
400.0,0.47336065492738344,0.011863558124038555,0.4750039594010325,0.018729265611346402,YTU
