epoch,CP_pre,CP_pre_sem,CP_post,CP_post_sem
baseline,0.49302575332047316,0.009849061951269448,0.48414590613423236,0.009331634581660515
stimulus,0.5155598687799364,0.011066937306048288,0.4963217550101493,0.008565614039816963
delay,0.49468270869408515,0.010713550190363588,0.49331568242137125,0.0075552270495342815
