epoch,CP_pre,CP_pre_sem,CP_post,CP_post_sem
baseline,0.49886826034422926,0.009875755547325785,0.4937027944580238,0.007115063258221546
stimulus,0.5246175762530422,0.008047845694363847,0.5168347646679672,0.010419375020111737
delay,0.5066154335872024,0.007619065144812801,0.5033916716572631,0.007069415509353252
