time_ms,CP_pre,CP_pre_sem,CP_post,CP_post_sem,CP_pre_s1,CP_pre_s2,CP_pre_s3,CP_pre_s4,CP_pre_s5,CP_post_s1,CP_post_s2,CP_post_s3,CP_post_s4,CP_post_s5
-200.0,0.4804957608604877,0.030124397376576423,0.46138287058705246,0.023339437781337555,0.395192,0.435690625,0.5568816568047338,0.5355305555555556,0.4791839669421487,0.46200448,0.5008428439519852,0.5212945,0.39204218733969426,0.4307303416435827
-180.0,0.4897179172453906,0.029070077940319048,0.4613920415696942,0.021575112930467533,0.40134000000000003,0.4547591517857142,0.5456970414201183,0.5585138888888889,0.4882795041322314,0.45993024,0.4991895880051004,0.517307,0.39949741800896005,0.4310359618344106
-160.0,0.49400372522034103,0.022813728830507078,0.4596035617207345,0.018863852739305843,0.43384000000000006,0.4624524553571429,0.5303905325443786,0.5600055555555555,0.48333008264462807,0.47477568,0.4909291474299785,0.5005425,0.40162281727711097,0.4301476638965835
-140.0,0.49221742883536435,0.015549616136509702,0.4581325812543639,0.018036647832623022,0.461876,0.47130401785714293,0.5122899408284024,0.5437861111111111,0.47183107438016525,0.49706688,0.4735245130369784,0.48937850000000005,0.4077301323484149,0.4229628808864265
-120.0,0.4877130807566753,0.01388645478252795,0.46026429616925346,0.013709978298694941,0.478236,0.4737352678571428,0.48604378698224854,0.5406055555555556,0.4599447933884298,0.49819904000000004,0.46231740755397266,0.48127849999999994,0.4323888786293218,0.42713765466297327
-100.0,0.49103593380980914,0.01455705493964261,0.46976653553525144,0.012984020034856566,0.475484,0.4878470982142856,0.4889822485207101,0.544825,0.4580413223140496,0.51970496,0.46098199885679114,0.462084,0.46255698505523063,0.44350473376423516
-80.0,0.4785947902579938,0.009514755681775268,0.47722305495839007,0.015264007308982166,0.459304,0.5015232142857143,0.4730556213017752,0.500525,0.4585661157024793,0.53583232,0.4642696565976345,0.45399249999999997,0.4775398378988406,0.4544809602954755
-60.0,0.4631175420422429,0.011013630133957928,0.4761891712971903,0.017551932206461285,0.462664,0.5056138392857144,0.44531005917159766,0.4531305555555556,0.44886925619834706,0.53686592,0.4638277799762563,0.4426885,0.49217950138504163,0.4453841551246537
-40.0,0.4574229149115842,0.019782067091572417,0.47323654480276717,0.01775324247621418,0.486788,0.5134589285714286,0.45523668639053255,0.40245277777777777,0.4291781818181819,0.51941056,0.4626533350921163,0.43733649999999996,0.5106111008515442,0.43617122807017544
-20.0,0.4529976574480977,0.023668051861516808,0.48396661979140837,0.016775652171943777,0.482156,0.5075542410714287,0.47116449704142005,0.371586111111111,0.43252743801652904,0.52606656,0.4638577496372509,0.45836850000000007,0.5231192366882118,0.448421052631579
0.0,0.4573168074604882,0.022608120655960413,0.495821556897077,0.015323147562957424,0.46242400000000006,0.5134366071428571,0.4794710059171598,0.37638333333333335,0.45486909090909095,0.53395008,0.4567814624279998,0.4764940000000001,0.5298126329468896,0.4820696091104955
20.0,0.4792007382485231,0.01065238524497232,0.5020629277009483,0.01711923751941614,0.490984,0.5101138392857143,0.46144497041420124,0.4501666666666667,0.4832942148760332,0.53238976,0.45421771973794145,0.4762095,0.5465909921001333,0.5009066666666666
40.0,0.5105611910346841,0.016267549317343113,0.5060056639046934,0.01888579007793503,0.56588,0.5057196428571429,0.4640579881656805,0.5041805555555555,0.5129677685950413,0.5343904,0.4664171305456623,0.46063049999999994,0.5577581067678943,0.5108321822099107
60.0,0.532221944977604,0.022115086179851695,0.5081996904810173,0.018857031236483347,0.600952,0.5096100446428571,0.4668059171597635,0.5482333333333332,0.5355084297520661,0.53099712,0.4630465286022073,0.467418,0.560945138675148,0.5185916651277316
80.0,0.5399882478485385,0.02180190304593344,0.5143209565876875,0.018411721039111623,0.6023320000000001,0.5185651785714286,0.4735313609467455,0.5672166666666666,0.5382960330578512,0.5345753599999999,0.46390502572220016,0.48117899999999997,0.5650222085427994,0.5269231886734379
100.0,0.5404909950457759,0.02538646939081084,0.5207956434139149,0.017867735677987655,0.595864,0.5281988839285714,0.45238816568047335,0.584175,0.5418289256198348,0.54244736,0.47496094622521207,0.483043,0.567129496255258,0.5363974145891044
120.0,0.5517406642169601,0.028409731893874395,0.5132377446238794,0.017670089669033478,0.599008,0.5195549107142857,0.46830295857988175,0.6281916666666665,0.543645785123967,0.52878272,0.4698478125137406,0.47391150000000004,0.5594283095653363,0.53421838104032
140.0,0.5585080312381383,0.03308654863129468,0.5119043960685142,0.015936282572788257,0.57734,0.5078694196428571,0.4943360946745562,0.6780916666666665,0.5349029752066116,0.52927424,0.4645406498702897,0.48481250000000004,0.549691241749598,0.5312033487226837
160.0,0.5480479593636162,0.03579043339703158,0.5118999846071124,0.011213507671745705,0.507772,0.5129227678571429,0.5018461538461538,0.6901972222222222,0.527501652892562,0.5255462399999999,0.4712919139955152,0.5058485,0.5354087753496802,0.5214044936903663
180.0,0.5213362562779005,0.0328330742215271,0.5023368957768104,0.009049722179900589,0.45275200000000004,0.5046658482142857,0.47959644970414206,0.6430250000000001,0.5266419834710745,0.52213632,0.4764476102537044,0.48500249999999995,0.5147001538935058,0.5133978947368422
200.0,0.49194409514557896,0.022716253059527545,0.495302983549478,0.016973188423563386,0.4282,0.48951093749999997,0.46274082840236697,0.5602472222222222,0.5190214876033058,0.52742208,0.472123888669041,0.44008,0.5124344584658527,0.5244544906124962
220.0,0.471354899097833,0.02111499775956904,0.4947819252723427,0.017295712483688573,0.41341200000000006,0.4601508928571429,0.44384260355029587,0.5180222222222222,0.521346776859504,0.5213728,0.47380838060062436,0.4370625,0.5122590882664753,0.5294068574946137
