figure_panel,old_figure_panel,monkey_id,area,condition,previous_trial_outcome,frequency_band,epoch_start_ms,epoch_end_ms,frequency_min_hz,frequency_max_hz,matrix_row_zero_based,matrix_column_zero_based,matrix_row_one_based,matrix_column_one_based,cp
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,2,5,3,6,0.48839910784887
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,2,6,3,7,0.498903291141729
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,2,7,3,8,0.5046507272037
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,2,8,3,9,0.508234949966701
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,2,9,3,10,0.511679246264046
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,2,10,3,11,0.5183495444494
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,2,11,3,12,0.522887539006599
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,2,12,3,13,0.521876898898014
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,2,13,3,14,0.519703347740749
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,2,14,3,15,0.516493198447737
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,2,15,3,16,0.511845427867811
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,2,16,3,17,0.510612455345519
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,2,17,3,18,0.513359325417299
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,2,18,3,19,0.515410432961538
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,2,19,3,20,0.513909637496289
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,2,20,3,21,0.510176538802012
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,2,21,3,22,0.505549803576994
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,2,22,3,23,0.499497757945006
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,2,23,3,24,0.499391841783366
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,2,24,3,25,0.501417864641739
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,2,25,3,26,0.50568849779503
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,2,26,3,27,0.509622958309971
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,2,27,3,28,0.506631066248899
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,2,28,3,29,0.503402912348387
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,3,4,4,5,0.488394891701211
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,3,5,4,6,0.49398737465709
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,3,6,4,7,0.497787766014465
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,3,7,4,8,0.501718793842357
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,3,8,4,9,0.501719745699227
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,3,9,4,10,0.504341673028046
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,3,10,4,11,0.509875491442773
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,3,11,4,12,0.519492124279167
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,3,12,4,13,0.519866112607145
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,3,13,4,14,0.514739208939637
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,3,14,4,15,0.510045420797557
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,3,15,4,16,0.506151907657239
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,3,16,4,17,0.504613141204875
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,3,17,4,18,0.501742226041207
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,3,18,4,19,0.499630956381031
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,3,19,4,20,0.498415785396763
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,3,20,4,21,0.495691835092205
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,3,21,4,22,0.495826444959334
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,3,22,4,23,0.494838929459635
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,3,23,4,24,0.49426776486917
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,3,24,4,25,0.493205345280214
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,3,25,4,26,0.499067556626449
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,3,26,4,27,0.505166316135849
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,3,27,4,28,0.51683706387873
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,3,28,4,29,0.516222561041198
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,4,4,5,5,0.495109717925825
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,4,5,5,6,0.500622249412189
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,4,6,5,7,0.506124412412247
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,4,7,5,8,0.507875641354355
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,4,8,5,9,0.502692475652929
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,4,9,5,10,0.498864354351406
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,4,10,5,11,0.498985781307172
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,4,11,5,12,0.501894379400571
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,4,12,5,13,0.50925450228646
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,4,13,5,14,0.511793846756769
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,4,14,5,15,0.509190889337822
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,4,15,5,16,0.504426503866819
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,4,16,5,17,0.501500611581619
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,4,17,5,18,0.499791660078755
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,4,18,5,19,0.502881015433373
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,4,19,5,20,0.503817280103688
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,4,20,5,21,0.506890267311089
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,4,21,5,22,0.508287816799171
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,4,22,5,23,0.506958636654639
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,4,23,5,24,0.505883306570233
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,4,24,5,25,0.507416479153907
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,4,25,5,26,0.513174966918669
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,4,26,5,27,0.520870382860434
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,4,27,5,28,0.522493568696058
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,4,28,5,29,0.520453884089191
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,5,4,6,5,0.49974104542586
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,5,5,6,6,0.510219981685144
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,5,6,6,7,0.516158389892285
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,5,7,6,8,0.51083328413589
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,5,8,6,9,0.503154151083752
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,5,9,6,10,0.503572820128724
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,5,10,6,11,0.504015304896857
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,5,11,6,12,0.50102105139705
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,5,12,6,13,0.502590175946391
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,5,13,6,14,0.507855660527566
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,5,14,6,15,0.515361861986602
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,5,15,6,16,0.516006660933104
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,5,16,6,17,0.515694884871357
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,5,17,6,18,0.519038824818947
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,5,18,6,19,0.51875563878977
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,5,19,6,20,0.516109242494373
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,5,20,6,21,0.516484232338973
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,5,21,6,22,0.519613959646909
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,5,22,6,23,0.521185751452761
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,5,23,6,24,0.518688449876644
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,5,24,6,25,0.518485440769946
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,5,25,6,26,0.521176988452
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,5,26,6,27,0.523839260226719
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,5,27,6,28,0.525310756052742
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,5,28,6,29,0.528487171387279
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,6,4,7,5,0.500149774738123
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,6,5,7,6,0.504235571749951
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,6,6,7,7,0.509209016418832
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,6,7,7,8,0.511008860871696
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,6,8,7,9,0.510959072057788
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,6,9,7,10,0.516043899660393
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,6,10,7,11,0.516992891944201
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,6,11,7,12,0.514303193693037
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,6,12,7,13,0.511269943264137
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,6,13,7,14,0.514834648819791
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,6,14,7,15,0.516277091802845
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,6,15,7,16,0.521170053192106
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,6,16,7,17,0.523844817457376
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,6,17,7,18,0.524882579996814
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,6,18,7,19,0.523158462158976
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,6,19,7,20,0.520304972868284
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,6,20,7,21,0.519472091943386
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,6,21,7,22,0.522564856985152
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,6,22,7,23,0.524592595050538
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,6,23,7,24,0.526043139816097
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,6,24,7,25,0.525122205099817
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,6,25,7,26,0.527027269167909
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,6,26,7,27,0.5301413349688
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,6,27,7,28,0.534188888539075
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,6,28,7,29,0.533764147712899
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,7,4,8,5,0.504418753709264
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,7,5,8,6,0.501618990491895
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,7,6,8,7,0.498877366246754
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,7,7,8,8,0.501498275454333
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,7,8,8,9,0.502815772034475
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,7,9,8,10,0.509351243683618
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,7,10,8,11,0.520966938987034
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,7,11,8,12,0.519619314231873
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,7,12,8,13,0.513160750398696
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,7,13,8,14,0.510857346000369
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,7,14,8,15,0.509837414972025
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,7,15,8,16,0.513663005128677
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,7,16,8,17,0.518188879508628
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,7,17,8,18,0.524026443552372
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,7,18,8,19,0.524404859110852
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,7,19,8,20,0.525899684271846
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,7,20,8,21,0.527279446977285
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,7,21,8,22,0.526526074860494
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,7,22,8,23,0.529013838643544
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,7,23,8,24,0.532438898740706
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,7,24,8,25,0.536287812068203
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,7,25,8,26,0.538685327206684
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,7,26,8,27,0.542035082584824
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,7,27,8,28,0.537921003091865
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,7,28,8,29,0.52928460368605
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,8,4,9,5,0.512778988181272
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,8,5,9,6,0.507473717123318
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,8,6,9,7,0.503739672620721
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,8,7,9,8,0.502676083157409
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,8,8,9,9,0.507190482204903
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,8,9,9,10,0.512639058903232
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,8,10,9,11,0.513922409260344
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,8,11,9,12,0.506449881120177
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,8,12,9,13,0.499493232627824
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,8,13,9,14,0.496737673139555
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,8,14,9,15,0.499910682523946
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,8,15,9,16,0.505902406658774
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,8,16,9,17,0.517477768110885
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,8,17,9,18,0.525393143893667
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,8,18,9,19,0.530939187930749
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,8,19,9,20,0.531702668137982
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,8,20,9,21,0.533692016633467
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,8,21,9,22,0.537225237790466
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,8,22,9,23,0.543428204457145
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,8,23,9,24,0.550036719707751
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,8,24,9,25,0.553879794065437
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,8,25,9,26,0.548984550215325
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,8,26,9,27,0.545031387968585
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,8,27,9,28,0.541819864113658
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,8,28,9,29,0.540847649750698
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,9,4,10,5,0.505223936627899
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,9,5,10,6,0.500743754922056
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,9,6,10,7,0.500088223998354
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,9,7,10,8,0.499789527059472
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,9,8,10,9,0.503505644930782
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,9,9,10,10,0.506014585265787
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,9,10,10,11,0.505845007613006
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,9,11,10,12,0.501494051717092
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,9,12,10,13,0.49927575138249
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,9,13,10,14,0.500740168517076
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,9,14,10,15,0.507761972415406
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,9,15,10,16,0.51382956744437
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,9,16,10,17,0.517002735131261
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,9,17,10,18,0.519577167433607
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,9,18,10,19,0.524893527448798
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,9,19,10,20,0.529074821628641
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,9,20,10,21,0.53459465017066
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,9,21,10,22,0.543674016764639
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,9,22,10,23,0.553364905609331
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,9,23,10,24,0.562925290011414
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,9,24,10,25,0.563211354880781
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,9,25,10,26,0.557369365417247
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,9,26,10,27,0.549113707487861
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,9,27,10,28,0.543949587438026
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,9,28,10,29,0.542771070898808
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,10,4,11,5,0.493922611983089
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,10,5,11,6,0.490607256828559
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,10,6,11,7,0.485256916906205
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,10,7,11,8,0.478856442192874
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,10,8,11,9,0.479051130459383
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,10,9,11,10,0.484713663716392
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,10,10,11,11,0.490982609894374
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,10,11,11,12,0.497017250765523
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,10,12,11,13,0.503737545842616
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,10,13,11,14,0.510727245308113
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,10,14,11,15,0.511351413497627
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,10,15,11,16,0.510066128798767
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,10,16,11,17,0.508483511783285
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,10,17,11,18,0.508910539963087
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,10,18,11,19,0.512607973593309
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,10,19,11,20,0.519398986353916
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,10,20,11,21,0.527747589541041
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,10,21,11,22,0.538226855465572
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,10,22,11,23,0.552196516307877
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,10,23,11,24,0.562233816329711
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,10,24,11,25,0.564836080746619
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,10,25,11,26,0.557468881480841
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,10,26,11,27,0.55255770097244
Fig4D,Fig5A,Monkey_Y,MT,post,rewarded,alpha_beta,-300,0,5,30,10,27,11,28,0.547288487440837
