figure_panel,old_figure_panel,monkey_id,area,condition,previous_trial_outcome,frequency_band,epoch_start_ms,epoch_end_ms,frequency_min_hz,frequency_max_hz,matrix_row_zero_based,matrix_column_zero_based,matrix_row_one_based,matrix_column_one_based,cp
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,6,24,7,25,0.477403168219673
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,6,25,7,26,0.470801867430901
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,6,26,7,27,0.46574951882416
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,6,27,7,28,0.464131505312505
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,6,28,7,29,0.467860093120871
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,7,4,8,5,0.477652594675409
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,7,5,8,6,0.475481440457686
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,7,6,8,7,0.475814391820852
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,7,7,8,8,0.477862337595326
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,7,8,8,9,0.484339755290114
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,7,9,8,10,0.485107708769322
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,7,10,8,11,0.486417339824614
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,7,11,8,12,0.485687045143317
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,7,12,8,13,0.486383260167092
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,7,13,8,14,0.486136721547318
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,7,14,8,15,0.486194252195442
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,7,15,8,16,0.48606485901213
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,7,16,8,17,0.484296604978283
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,7,17,8,18,0.482746714893801
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,7,18,8,19,0.48379433636803
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,7,19,8,20,0.484390187469637
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,7,20,8,21,0.486563190307425
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,7,21,8,22,0.487041407343964
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,7,22,8,23,0.484833078054788
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,7,23,8,24,0.477159345335894
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,7,24,8,25,0.467463044367086
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,7,25,8,26,0.4595170292829
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,7,26,8,27,0.459516763164209
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,7,27,8,28,0.46625253348364
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,7,28,8,29,0.474303207820677
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,8,4,9,5,0.472275090749989
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,8,5,9,6,0.471643017163136
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,8,6,9,7,0.472036060228578
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,8,7,9,8,0.473030642448639
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,8,8,9,9,0.476475497420946
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,8,9,9,10,0.480945280804583
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,8,10,9,11,0.484966899537363
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,8,11,9,12,0.486572020113965
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,8,12,9,13,0.489057299845401
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,8,13,9,14,0.491838701140674
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,8,14,9,15,0.491818696757282
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,8,15,9,16,0.489520516348264
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,8,16,9,17,0.487307026740544
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,8,17,9,18,0.487605639164836
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,8,18,9,19,0.489808686163927
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,8,19,9,20,0.491933838698245
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,8,20,9,21,0.493153070763045
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,8,21,9,22,0.487944935883827
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,8,22,9,23,0.479125975132024
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,8,23,9,24,0.467328542494156
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,8,24,9,25,0.458355022973541
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,8,25,9,26,0.454733586274795
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,8,26,9,27,0.458460503887707
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,8,27,9,28,0.468709112569527
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,8,28,9,29,0.476370460601209
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,9,4,10,5,0.469242077720475
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,9,5,10,6,0.467538451853132
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,9,6,10,7,0.46868004866998
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,9,7,10,8,0.473325349602412
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,9,8,10,9,0.481430985726008
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,9,9,10,10,0.489670779954453
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,9,10,10,11,0.494600107443436
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,9,11,10,12,0.496298603161761
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,9,12,10,13,0.492525681440961
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,9,13,10,14,0.490989011270477
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,9,14,10,15,0.489294428111718
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,9,15,10,16,0.490605446899258
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,9,16,10,17,0.491806553409259
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,9,17,10,18,0.493329532783584
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,9,18,10,19,0.495946325093881
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,9,19,10,20,0.496277014320532
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,9,20,10,21,0.497390951950676
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,9,21,10,22,0.493021873713672
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,9,22,10,23,0.483641213253819
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,9,23,10,24,0.472441800080705
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,9,24,10,25,0.463935638173432
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,9,25,10,26,0.463308536020986
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,9,26,10,27,0.468139477897472
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,9,27,10,28,0.473444953813758
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,9,28,10,29,0.482818766736471
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,10,4,11,5,0.469622855382679
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,10,5,11,6,0.471007462123608
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,10,6,11,7,0.473215312655132
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,10,7,11,8,0.480658903917507
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,10,8,11,9,0.489227715445477
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,10,9,11,10,0.497512800775464
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,10,10,11,11,0.495542003654094
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,10,11,11,12,0.492557223912614
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,10,12,11,13,0.491485944664739
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,10,13,11,14,0.490243350461409
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,10,14,11,15,0.49028493838961
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,10,15,11,16,0.491742455851996
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,10,16,11,17,0.49413629761318
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,10,17,11,18,0.494842539727285
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,10,18,11,19,0.492841273573725
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,10,19,11,20,0.493279906093885
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,10,20,11,21,0.494998223080868
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,10,21,11,22,0.498466277783285
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,10,22,11,23,0.49699753687218
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,10,23,11,24,0.495614323825073
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,10,24,11,25,0.49199117847244
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,10,25,11,26,0.489843175307969
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,10,26,11,27,0.489910186643654
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,10,27,11,28,0.488566710989349
Fig4E,Fig5B,Monkey_C,MT,post,rewarded,alpha_beta,-300,0,5,30,10,28,11,29,0.493129344893988
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,0,4,1,5,0.539738068181818
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,0,5,1,6,0.540972017045455
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,0,6,1,7,0.533826846590909
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,0,7,1,8,0.531955397727273
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,0,8,1,9,0.533052130681818
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,0,9,1,10,0.540808238636364
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,0,10,1,11,0.541501136363636
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,0,11,1,12,0.537291477272727
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,0,12,1,13,0.531857528409091
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,0,13,1,14,0.528235085227272
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,0,14,1,15,0.532260653409091
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,0,15,1,16,0.535781392045454
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,0,16,1,17,0.534705681818182
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,0,17,1,18,0.537711505681818
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,0,18,1,19,0.538107670454545
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,0,19,1,20,0.532222869318182
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,0,20,1,21,0.523965056818182
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,0,21,1,22,0.517047017045455
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,0,22,1,23,0.512831534090909
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,0,23,1,24,0.507092045454546
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,0,24,1,25,0.502244744318182
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,0,25,1,26,0.499633522727273
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,0,26,1,27,0.502755113636364
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,0,27,1,28,0.505065767045454
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,0,28,1,29,0.504974431818182
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,1,4,2,5,0.522693181818182
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,1,5,2,6,0.527461931818182
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,1,6,2,7,0.528638068181818
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,1,7,2,8,0.528529971590909
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,1,8,2,9,0.537855255681818
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,1,9,2,10,0.556938210227273
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,1,10,2,11,0.552172443181818
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,1,11,2,12,0.545652556818182
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,1,12,2,13,0.534829403409091
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,1,13,2,14,0.533522301136364
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,1,14,2,15,0.532961931818182
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,1,15,2,16,0.530784517045455
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,1,16,2,17,0.5275375
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,1,17,2,18,0.525619034090909
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,1,18,2,19,0.520512073863636
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,1,19,2,20,0.516295028409091
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,1,20,2,21,0.513746448863636
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,1,21,2,22,0.510499857954545
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,1,22,2,23,0.509126420454545
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,1,23,2,24,0.501788920454545
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,1,24,2,25,0.498467755681818
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,1,25,2,26,0.4985546875
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,1,26,2,27,0.502136221590909
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,1,27,2,28,0.497635795454545
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,1,28,2,29,0.493389772727273
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,2,4,3,5,0.514975852272727
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,2,5,3,6,0.514831676136363
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,2,6,3,7,0.514420170454545
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,2,7,3,8,0.516322301136364
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,2,8,3,9,0.527138352272727
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,2,9,3,10,0.543611505681818
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,2,10,3,11,0.542172017045455
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,2,11,3,12,0.538003409090909
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,2,12,3,13,0.532332386363636
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,2,13,3,14,0.529413636363636
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,2,14,3,15,0.529483948863636
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,2,15,3,16,0.52563125
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,2,16,3,17,0.524346448863636
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,2,17,3,18,0.523564772727273
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,2,18,3,19,0.517808522727273
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,2,19,3,20,0.513549857954545
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,2,20,3,21,0.511608522727273
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,2,21,3,22,0.50734375
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,2,22,3,23,0.504778125
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,2,23,3,24,0.506987642045454
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,2,24,3,25,0.510291335227273
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,2,25,3,26,0.509991335227273
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,2,26,3,27,0.499647869318182
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,2,27,3,28,0.489021448863636
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,2,28,3,29,0.482726420454545
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,3,4,4,5,0.505893892045455
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,3,5,4,6,0.504365198863637
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,3,6,4,7,0.50290625
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,3,7,4,8,0.501283096590909
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,3,8,4,9,0.514705113636364
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,3,9,4,10,0.536740198863636
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,3,10,4,11,0.536836505681818
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,3,11,4,12,0.535985369318182
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,3,12,4,13,0.529591761363636
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,3,13,4,14,0.527405539772727
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,3,14,4,15,0.532118607954545
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,3,15,4,16,0.5358515625
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,3,16,4,17,0.530396590909091
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,3,17,4,18,0.522793465909091
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,3,18,4,19,0.520298295454546
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,3,19,4,20,0.518587642045454
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,3,20,4,21,0.514854829545455
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,3,21,4,22,0.513377556818182
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,3,22,4,23,0.506424857954545
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,3,23,4,24,0.509930113636364
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,3,24,4,25,0.513415482954546
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,3,25,4,26,0.510847443181818
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,3,26,4,27,0.500486363636364
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,3,27,4,28,0.493473863636364
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,3,28,4,29,0.487654403409091
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,4,4,5,5,0.511361221590909
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,4,5,5,6,0.507419034090909
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,4,6,5,7,0.507208948863636
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,4,7,5,8,0.508528977272727
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,4,8,5,9,0.518160511363637
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,4,9,5,10,0.534907954545455
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,4,10,5,11,0.537753125
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,4,11,5,12,0.535811363636363
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,4,12,5,13,0.533373011363636
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,4,13,5,14,0.531018892045454
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,4,14,5,15,0.531340340909091
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,4,15,5,16,0.53041875
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,4,16,5,17,0.530058664772727
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,4,17,5,18,0.529932102272727
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,4,18,5,19,0.528424573863636
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,4,19,5,20,0.527324005681818
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,4,20,5,21,0.519603551136364
Fig4E,Fig5B,Monkey_C,MT,post,non_rewarded,alpha_beta,-300,0,5,30,4,21,5,22,0.518052130681818
