figure_panel,frequency_band,area,time_ms,condition,mean_cp,sem_cp,source_monkeys,source_role
Fig3B,low_gamma,V4,0.0,pre,0.507193052252868,0.0163212188637303,Monkey_L;Monkey_A,area_timecourse_panel
Fig3B,low_gamma,V4,20.0,post,0.5202074846499599,0.0199445444647334,Monkey_L;Monkey_A,area_timecourse_panel
Fig3B,low_gamma,V4,20.0,pre,0.5248348625434169,0.0242731641076295,Monkey_L;Monkey_A,area_timecourse_panel
Fig3B,low_gamma,V4,40.0,post,0.5207116176156885,0.0182727171459214,Monkey_L;Monkey_A,area_timecourse_panel
Fig3B,low_gamma,V4,40.0,pre,0.5274398193218376,0.025279201747993,Monkey_L;Monkey_A,area_timecourse_panel
Fig3B,low_gamma,V4,60.0,post,0.5241189563571006,0.0165280960064574,Monkey_L;Monkey_A,area_timecourse_panel
Fig3B,low_gamma,V4,60.0,pre,0.5312661346814063,0.0223231235458388,Monkey_L;Monkey_A,area_timecourse_panel
Fig3B,low_gamma,V4,80.0,post,0.524303231725048,0.0143150746595821,Monkey_L;Monkey_A,area_timecourse_panel
Fig3B,low_gamma,V4,80.0,pre,0.5327868695800237,0.0209067020675059,Monkey_L;Monkey_A,area_timecourse_panel
Fig3B,low_gamma,V4,100.0,post,0.5253493229858748,0.0130112288234117,Monkey_L;Monkey_A,area_timecourse_panel
Fig3B,low_gamma,V4,100.0,pre,0.5364852222178429,0.0254202100591701,Monkey_L;Monkey_A,area_timecourse_panel
Fig3B,low_gamma,V4,120.0,post,0.5304383930014858,0.0111133081442984,Monkey_L;Monkey_A,area_timecourse_panel
Fig3B,low_gamma,V4,120.0,pre,0.5369994847238428,0.027955930246414,Monkey_L;Monkey_A,area_timecourse_panel
Fig3B,low_gamma,V4,140.0,post,0.5309195437273591,0.0093308057318374,Monkey_L;Monkey_A,area_timecourse_panel
Fig3B,low_gamma,V4,140.0,pre,0.539697991488099,0.0262426199330192,Monkey_L;Monkey_A,area_timecourse_panel
Fig3B,low_gamma,V4,160.0,post,0.521942555683532,0.008194074589181,Monkey_L;Monkey_A,area_timecourse_panel
Fig3B,low_gamma,V4,160.0,pre,0.5322636034476982,0.0229771916895821,Monkey_L;Monkey_A,area_timecourse_panel
Fig3B,low_gamma,V4,180.0,post,0.5064329685272112,0.0080800078122706,Monkey_L;Monkey_A,area_timecourse_panel
Fig3B,low_gamma,V4,180.0,pre,0.5286833937997173,0.027755511227978,Monkey_L;Monkey_A,area_timecourse_panel
Fig3B,low_gamma,V4,200.0,post,0.507829633974741,0.0104241936452368,Monkey_L;Monkey_A,area_timecourse_panel
Fig3B,low_gamma,V4,200.0,pre,0.5270537870856722,0.0284473169906185,Monkey_L;Monkey_A,area_timecourse_panel
Fig3B,low_gamma,V4,220.0,post,0.5106985310074501,0.0081166548047699,Monkey_L;Monkey_A,area_timecourse_panel
Fig3B,low_gamma,V4,220.0,pre,0.517658681683572,0.0211529300851978,Monkey_L;Monkey_A,area_timecourse_panel
Fig3B,low_gamma,V4,240.0,post,0.5076662899924537,0.0070774838549593,Monkey_L;Monkey_A,area_timecourse_panel
Fig3B,low_gamma,V4,240.0,pre,0.5098813992723477,0.0183211544796656,Monkey_L;Monkey_A,area_timecourse_panel
Fig3B,low_gamma,V4,260.0,post,0.5085122018898933,0.0073268837520265,Monkey_L;Monkey_A,area_timecourse_panel
Fig3B,low_gamma,V4,260.0,pre,0.5073802028012543,0.0177065436709566,Monkey_L;Monkey_A,area_timecourse_panel
Fig3B,low_gamma,V4,280.0,post,0.5048124623616521,0.0090026104007983,Monkey_L;Monkey_A,area_timecourse_panel
Fig3B,low_gamma,V4,280.0,pre,0.5020340095032155,0.0153721303296118,Monkey_L;Monkey_A,area_timecourse_panel
Fig3B,low_gamma,V4,300.0,post,0.4997091111972033,0.0132036693782665,Monkey_L;Monkey_A,area_timecourse_panel
Fig3B,low_gamma,V4,300.0,pre,0.4994114061172165,0.0100188649066864,Monkey_L;Monkey_A,area_timecourse_panel
Fig3B,low_gamma,V4,320.0,post,0.5033998089678863,0.0157160936773504,Monkey_L;Monkey_A,area_timecourse_panel
Fig3B,low_gamma,V4,320.0,pre,0.4979285153271666,0.0125214182070044,Monkey_L;Monkey_A,area_timecourse_panel
Fig3B,low_gamma,V4,340.0,post,0.496967498929609,0.0166651282416923,Monkey_L;Monkey_A,area_timecourse_panel
Fig3B,low_gamma,V4,340.0,pre,0.5001274211653685,0.0144791140077069,Monkey_L;Monkey_A,area_timecourse_panel
Fig3B,low_gamma,V4,360.0,post,0.4871751457747683,0.019330367224673,Monkey_L;Monkey_A,area_timecourse_panel
Fig3B,low_gamma,V4,360.0,pre,0.5048294624794539,0.0141922515298219,Monkey_L;Monkey_A,area_timecourse_panel
Fig3B,low_gamma,V4,380.0,post,0.4867099399988822,0.0235932218094716,Monkey_L;Monkey_A,area_timecourse_panel
Fig3B,low_gamma,V4,380.0,pre,0.4934504574846476,0.0126862807573048,Monkey_L;Monkey_A,area_timecourse_panel
Fig3B,low_gamma,V4,400.0,post,0.4891428797258443,0.0222531265403053,Monkey_L;Monkey_A,area_timecourse_panel
Fig3B,low_gamma,V4,400.0,pre,0.483166807199276,0.0132437318364077,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,MT,-200.0,post,0.50820854732388,0.007450006450683,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,-200.0,pre,0.4975800694511393,0.0103797699982852,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,-180.0,post,0.5059622402547488,0.0083022551307701,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,-180.0,pre,0.4968541692805941,0.0127773383959819,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,-160.0,post,0.5031995821982801,0.0073929693546095,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,-160.0,pre,0.499878281955515,0.0129499776301947,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,-140.0,post,0.5005961931911127,0.0057008688152297,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,-140.0,pre,0.4994240060463948,0.010135851288803,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,-120.0,post,0.50246479133402,0.0049464152602233,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,-120.0,pre,0.4944097532013502,0.0080964038406776,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,-100.0,post,0.5072119249772661,0.0070983915237902,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,-100.0,pre,0.4925288371394322,0.0089676633034723,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,-80.0,post,0.5105465262534733,0.0098707194290325,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,-80.0,pre,0.4965515039893802,0.0112180049287244,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,-60.0,post,0.5085683515331462,0.0085084101870661,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,-60.0,pre,0.5030677267357572,0.0140144464991629,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,-40.0,post,0.5061880857912291,0.0058146946266332,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,-40.0,pre,0.506365218472478,0.0164623699953462,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,-20.0,post,0.5054298808880892,0.0040380487529594,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,-20.0,pre,0.5067393678371396,0.0185976902853035,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,0.0,post,0.5013789296440442,0.0028477677007475,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,0.0,pre,0.5080078564716775,0.0188959808449512,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,20.0,post,0.4942286190044048,0.0081314730244275,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,20.0,pre,0.5093045147917789,0.0178874403977497,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,40.0,post,0.4897383127158485,0.011578281081383,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,40.0,pre,0.513015774614279,0.0177383779725085,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,60.0,post,0.4901993884907038,0.0109701459551951,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,60.0,pre,0.5177100405523053,0.0173148940136687,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,80.0,post,0.4893231529902598,0.0099873908425593,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,80.0,pre,0.5181026203155249,0.0155858587684445,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,100.0,post,0.4902613142225543,0.0098760079284845,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,100.0,pre,0.5144840858671097,0.0133124503632627,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,120.0,post,0.4917471448129104,0.0091613886738473,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,120.0,pre,0.5174927622094351,0.0151274601923751,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,140.0,post,0.4908195804176771,0.0073580158944809,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,140.0,pre,0.5200224932536104,0.0156639444488113,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,160.0,post,0.4907417982336042,0.0055354656795602,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,160.0,pre,0.5155365656518848,0.0125690693260209,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,180.0,post,0.4926414100516821,0.0051726572919985,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,180.0,pre,0.5070286583734546,0.0101724439423214,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,200.0,post,0.4965499962585038,0.0057480237874949,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,200.0,pre,0.5051990826154545,0.0100513861781776,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,220.0,post,0.496318531050621,0.0083370141793056,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,220.0,pre,0.5048068201871344,0.0112120845609623,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,240.0,post,0.4945787003116147,0.0080820621249027,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,240.0,pre,0.5012903346183234,0.0089636798393091,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,260.0,post,0.4939657875885863,0.0094597828548094,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,260.0,pre,0.4992621965874146,0.0072316794181406,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,280.0,post,0.4935006516252737,0.0118858462779813,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,280.0,pre,0.5033264887991244,0.0083126810675005,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,300.0,post,0.4964546676324526,0.0126884902393707,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,300.0,pre,0.5102426213729584,0.0109037799968369,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,320.0,post,0.4947252049956747,0.0117810157151252,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,320.0,pre,0.5145775428184364,0.0123862116052529,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,340.0,post,0.495250115126423,0.010914617336944,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,340.0,pre,0.5185941290032242,0.0135941913394538,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,360.0,post,0.498239643127365,0.0065775393145333,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,360.0,pre,0.5218243231610923,0.017458320492167,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,380.0,post,0.4973409407505058,0.0045296454483592,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,380.0,pre,0.5236560604868497,0.0230376633733754,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,400.0,post,0.4936859552898001,0.0056920607967675,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,MT,400.0,pre,0.5254477971445485,0.0278974258105375,Monkey_Y;Monkey_C,area_timecourse_panel
Fig3C,alpha_beta,V4,-200.0,post,0.4613828705870524,0.0233394377813375,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,-200.0,pre,0.4804957608604877,0.0301243973765764,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,-180.0,post,0.4613920415696942,0.0215751129304675,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,-180.0,pre,0.4897179172453906,0.029070077940319,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,-160.0,post,0.4596035617207345,0.0188638527393058,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,-160.0,pre,0.494003725220341,0.022813728830507,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,-140.0,post,0.4581325812543639,0.018036647832623,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,-140.0,pre,0.4922174288353643,0.0155496161365097,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,-120.0,post,0.4602642961692534,0.0137099782986949,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,-120.0,pre,0.4877130807566753,0.0138864547825279,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,-100.0,post,0.4697665355352514,0.0129840200348565,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,-100.0,pre,0.4910359338098091,0.0145570549396426,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,-80.0,post,0.47722305495839,0.0152640073089821,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,-80.0,pre,0.4785947902579938,0.0095147556817752,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,-60.0,post,0.4761891712971903,0.0175519322064612,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,-60.0,pre,0.4631175420422429,0.0110136301339579,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,-40.0,post,0.4732365448027671,0.0177532424762141,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,-40.0,pre,0.4574229149115842,0.0197820670915724,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,-20.0,post,0.4839666197914083,0.0167756521719437,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,-20.0,pre,0.4529976574480977,0.0236680518615168,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,0.0,post,0.495821556897077,0.0153231475629574,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,0.0,pre,0.4573168074604882,0.0226081206559604,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,20.0,post,0.5020629277009483,0.0171192375194161,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,20.0,pre,0.4792007382485231,0.0106523852449723,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,40.0,post,0.5060056639046934,0.018885790077935,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,40.0,pre,0.5105611910346841,0.0162675493173431,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,60.0,post,0.5081996904810173,0.0188570312364833,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,60.0,pre,0.532221944977604,0.0221150861798516,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,80.0,post,0.5143209565876875,0.0184117210391116,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,80.0,pre,0.5399882478485385,0.0218019030459334,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,100.0,post,0.5207956434139149,0.0178677356779876,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,100.0,pre,0.5404909950457759,0.0253864693908108,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,120.0,post,0.5132377446238794,0.0176700896690334,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,120.0,pre,0.5517406642169601,0.0284097318938743,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,140.0,post,0.5119043960685142,0.0159362825727882,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,140.0,pre,0.5585080312381383,0.0330865486312946,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,160.0,post,0.5118999846071124,0.0112135076717457,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,160.0,pre,0.5480479593636162,0.0357904333970315,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,180.0,post,0.5023368957768104,0.0090497221799005,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,180.0,pre,0.5213362562779005,0.0328330742215271,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,200.0,post,0.495302983549478,0.0169731884235633,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,200.0,pre,0.4919440951455789,0.0227162530595275,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,220.0,post,0.4947819252723427,0.0172957124836885,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,220.0,pre,0.471354899097833,0.021114997759569,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,240.0,post,0.4970865462184505,0.0142177819944315,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,240.0,pre,0.473346028145553,0.016420130354131,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,260.0,post,0.4935387228948588,0.014150730190335,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,260.0,pre,0.4776315298186079,0.0123077745904373,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,280.0,post,0.4937384547311749,0.0156569639674177,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,280.0,pre,0.4741734911772765,0.0148006889382158,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,300.0,post,0.4930491010187652,0.0181805565141165,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,300.0,pre,0.4766668807376967,0.0120513781447585,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,320.0,post,0.4899789474811981,0.0212593709153147,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,320.0,pre,0.4831879025544288,0.0091533276479418,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,340.0,post,0.493963131219159,0.0225532630609471,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,340.0,pre,0.4801356617686122,0.0098121541299706,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,360.0,post,0.5006389128973115,0.025426250960922,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,360.0,pre,0.4757011720358896,0.0127095796766668,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,380.0,post,0.5043483179235613,0.025690435413905,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,380.0,pre,0.4611793916692863,0.0196517948761029,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,400.0,post,0.5063020825147859,0.0251411441742546,Monkey_L;Monkey_A,area_timecourse_panel
Fig3C,alpha_beta,V4,400.0,pre,0.4569465601898005,0.027293690272627,Monkey_L;Monkey_A,area_timecourse_panel
