time_ms,CP_pre,CP_pre_sem,CP_post,CP_post_sem,monkey
10.0,0.49782739920189645,0.01710386711081828,0.48810088364891335,0.028257596079893622,LAV
30.0,0.5064064597969454,0.016463297281653945,0.4943900633980472,0.02399030820699339,LAV
50.0,0.5100236866254836,0.02403395285395954,0.49521450175547627,0.017633068684928685,LAV
70.0,0.5158692562777474,0.027227547552832656,0.4888865771245972,0.011483920674177885,LAV
90.0,0.5345951790675318,0.015035916326591247,0.48802377049741735,0.005664264079604775,LAV
110.0,0.5426408562195895,0.003950582405471199,0.4879709662904408,0.008664853583229833,LAV
130.0,0.5343760358519489,0.011318897036273068,0.48874647092297496,0.010519211558799483,LAV
150.0,0.5255332939188899,0.014691830508721325,0.49833215563244865,0.0139485705381343,LAV
170.0,0.5261168162439694,0.012045658672134136,0.5090500435336308,0.013964075601534372,LAV
190.0,0.5233970194498277,0.0077087403582331675,0.5178736593808547,0.008935975504211694,LAV
210.0,0.5192161912235669,0.005392714464853142,0.5143497817149313,0.006218672257018015,LAV
230.0,0.5131963571142938,0.006643384503057434,0.5100181920452429,0.008306865632288446,LAV
250.0,0.5068703087845942,0.02452837488775465,0.5128219280792733,0.011220460088739186,LAV
270.0,0.5116623846022841,0.02981142827314097,0.5134281431144364,0.010845313646638642,LAV
290.0,0.5213260835347814,0.029073195836990657,0.5083990981659147,0.009119648519280703,LAV
310.0,0.5320567260927589,0.027225653818060067,0.5027936653227348,0.012454439595268386,LAV
330.0,0.5338034774051778,0.023714260603325314,0.5006386042842094,0.016868818283258768,LAV
350.0,0.5363334611014182,0.021516755712862205,0.5026086852308528,0.018436686369353777,LAV
370.0,0.5386096010223165,0.019544501084682055,0.5101129094593208,0.014621110475424514,LAV
390.0,0.5294887595655595,0.012652031441268126,0.5139101680414307,0.012256063077133474,LAV
10.0,0.46165209327196577,0.037067066171694835,0.5329152818336432,0.007961352294347801,ARY
30.0,0.4744655318428185,0.027997882791327946,0.5309631414627473,0.004141410198343353,ARY
50.0,0.5197229627203296,0.015847836737664878,0.5374697138414906,0.002286925891727465,ARY
70.0,0.5538297974198751,0.04013361721427127,0.5418588316938877,0.0022584877064529274,ARY
90.0,0.559792922993796,0.030409482155255407,0.5245157692881945,0.004754174934793354,ARY
110.0,0.55198023611951,0.021558043013281347,0.501573036856869,0.003635710299854572,ARY
130.0,0.5577472668760779,0.02315635778516883,0.49227030539311234,0.0028216778812909797,ARY
150.0,0.5663001872942284,0.027180503762682273,0.4918804068126861,0.005542229795951398,ARY
170.0,0.5631548634907836,0.0195619386772381,0.48573249555210235,0.0046938269936716015,ARY
190.0,0.5499433308976684,0.01095859999664045,0.4763839997464302,0.00275125387757405,ARY
210.0,0.5253293893760219,0.0034824331172030876,0.48113686679495293,0.003017687326765522,ARY
230.0,0.50279865450514,0.000646467446079435,0.4993112827711842,0.004937529246022004,ARY
250.0,0.5094809472216624,0.016377792615736072,0.5170083219268635,0.004273363244558903,ARY
270.0,0.5024902748381822,0.011904203481600898,0.5254325108163362,0.00012260933320329404,ARY
290.0,0.5003367621615267,0.009208461415709135,0.519350404251965,0.002761885458189728,ARY
310.0,0.4952985999126521,0.005194286266209797,0.518512646376079,0.002960527358428555,ARY
330.0,0.488564491925911,0.0012762939819481454,0.50782928080435,0.001442975574723393,ARY
350.0,0.49230641013796506,0.0019017538186745229,0.49666874693985474,0.0004444511173335164,ARY
370.0,0.5045678052699948,0.006721151369571521,0.48735759095356423,0.00017122967166879888,ARY
