Fig3_main_trace_source_values.number,,,,,,,,
Fig3_main_trace_source_values,,,,,,,,
figure_panel,frequency_band,aggregation_level,area,time_ms,condition,mean_cp,sem_cp,source_monkeys
Fig3A,high_gamma,All,MT+V4,40,pre,0.506119611,0.002292439,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,40,post,0.50142825,0.001427887,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,50,pre,0.514873325,0.002168824,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,50,post,0.516342108,0.009448553,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,60,pre,0.505419278,0.002085828,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,60,post,0.49979408,0.000816476,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,70,pre,0.534849527,0.008488235,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,70,post,0.515372704,0.011844956,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,80,pre,0.508347093,0.002112565,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,80,post,0.498256788,0.000906762,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,90,pre,0.547194051,0.005634387,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,90,post,0.50626977,0.008159859,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,100,pre,0.511066426,0.001885032,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,100,post,0.498689768,0.001601155,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,110,pre,0.547310546,0.002088349,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,110,post,0.494772002,0.003041515,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,120,pre,0.512262016,0.000717737,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,120,post,0.500142825,0.001545348,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,130,pre,0.546061651,0.005225966,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,130,post,0.490508388,0.000787953,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,140,pre,0.511766813,0.00012866,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,140,post,0.500356786,0.001855077,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,150,pre,0.545916741,0.009115754,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,150,post,0.495106281,0.001442655,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,160,pre,0.511672588,0.000326536,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,160,post,0.500407566,0.001831913,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,170,pre,0.54463584,0.008281959,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,170,post,0.49739127,0.005213962,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,180,pre,0.511259922,0.000597286,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,180,post,0.499438921,0.002084835,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,190,pre,0.536670175,0.005935936,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,190,post,0.49712883,0.00927737,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,200,pre,0.509577018,0.000448371,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,200,post,0.498503878,0.00195544,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,210,pre,0.52227279,0.001366953,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,210,post,0.497743324,0.007426634,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,220,pre,0.506352613,0.000262755,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,220,post,0.498349843,0.001382618,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,230,pre,0.507997506,0.002324997,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,230,post,0.504664737,0.002394138,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,240,pre,0.505350084,0.001228098,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,240,post,0.497658262,0.000717586,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,250,pre,0.508175628,0.000583757,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,250,post,0.514915125,0.000936106,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,260,pre,0.506848267,0.002779913,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,260,post,0.498483249,0.001051433,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,270,pre,0.50707633,0.002050946,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,270,post,0.519430327,0.002684258,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,280,pre,0.506112998,0.002957151,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,280,post,0.49917657,0.001175112,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,290,pre,0.510831423,0.004693355,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,290,post,0.513874751,0.002448786,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,300,pre,0.503758155,0.001559143,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,300,post,0.498903352,0.000353418,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,310,pre,0.513677663,0.008219367,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,310,post,0.510653156,0.003514871,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,320,pre,0.499104347,0.000371959,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,320,post,0.499130937,0.000844641,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,330,pre,0.511183985,0.010115745,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,330,post,0.504233943,0.001607884,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,340,pre,0.495167945,0.001745859,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,340,post,0.50006296,0.001762118,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,350,pre,0.514319936,0.009844748,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,350,post,0.499638716,0.001328211,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
